CountyState_FIPS,County_Name_wState_Abbreviation,State,COUNTYNM,Level_of_Maternity_Care_0mcd_1Low_2mod_3access,Level_of_Maternity_Care_Label,GroupLevel,MapGeoColor,MapGeoId,MapGeoInfo
36073,"Orleans, New York",New York,Orleans,2,Moderate Access to Care,GroupLevel2,2,36073,Level of Maternity Care: Moderate Access to Care
36075,"Oswego, New York",New York,Oswego,2,Moderate Access to Care,GroupLevel2,2,36075,Level of Maternity Care: Moderate Access to Care
36077,"Otsego, New York",New York,Otsego,3,Access to Maternity Care,GroupLevel3,3,36077,Level of Maternity Care: Access to Maternity Care
36079,"Putnam, New York",New York,Putnam,3,Access to Maternity Care,GroupLevel3,3,36079,Level of Maternity Care: Access to Maternity Care
36081,"Queens, New York",New York,Queens,3,Access to Maternity Care,GroupLevel3,3,36081,Level of Maternity Care: Access to Maternity Care
36083,"Rensselaer, New York",New York,Rensselaer,3,Access to Maternity Care,GroupLevel3,3,36083,Level of Maternity Care: Access to Maternity Care
36085,"Richmond, New York",New York,Richmond,3,Access to Maternity Care,GroupLevel3,3,36085,Level of Maternity Care: Access to Maternity Care
36087,"Rockland, New York",New York,Rockland,3,Access to Maternity Care,GroupLevel3,3,36087,Level of Maternity Care: Access to Maternity Care
36089,"Saint Lawrence, New York",New York,Saint Lawrence,3,Access to Maternity Care,GroupLevel3,3,36089,Level of Maternity Care: Access to Maternity Care
36091,"Saratoga, New York",New York,Saratoga,3,Access to Maternity Care,GroupLevel3,3,36091,Level of Maternity Care: Access to Maternity Care
36093,"Schenectady, New York",New York,Schenectady,3,Access to Maternity Care,GroupLevel3,3,36093,Level of Maternity Care: Access to Maternity Care
36095,"Schoharie, New York",New York,Schoharie,2,Moderate Access to Care,GroupLevel2,2,36095,Level of Maternity Care: Moderate Access to Care
36097,"Schuyler, New York",New York,Schuyler,3,Access to Maternity Care,GroupLevel3,3,36097,Level of Maternity Care: Access to Maternity Care
36099,"Seneca, New York",New York,Seneca,0,Maternity Care Desert,GroupLevel0,0,36099,Level of Maternity Care: Maternity Care Desert
36101,"Steuben, New York",New York,Steuben,3,Access to Maternity Care,GroupLevel3,3,36101,Level of Maternity Care: Access to Maternity Care
36103,"Suffolk, New York",New York,Suffolk,3,Access to Maternity Care,GroupLevel3,3,36103,Level of Maternity Care: Access to Maternity Care
36105,"Sullivan, New York",New York,Sullivan,2,Moderate Access to Care,GroupLevel2,2,36105,Level of Maternity Care: Moderate Access to Care
36107,"Tioga, New York",New York,Tioga,2,Moderate Access to Care,GroupLevel2,2,36107,Level of Maternity Care: Moderate Access to Care
36109,"Tompkins, New York",New York,Tompkins,3,Access to Maternity Care,GroupLevel3,3,36109,Level of Maternity Care: Access to Maternity Care
36111,"Ulster, New York",New York,Ulster,3,Access to Maternity Care,GroupLevel3,3,36111,Level of Maternity Care: Access to Maternity Care
36113,"Warren, New York",New York,Warren,3,Access to Maternity Care,GroupLevel3,3,36113,Level of Maternity Care: Access to Maternity Care
36115,"Washington, New York",New York,Washington,2,Moderate Access to Care,GroupLevel2,2,36115,Level of Maternity Care: Moderate Access to Care
36117,"Wayne, New York",New York,Wayne,3,Access to Maternity Care,GroupLevel3,3,36117,Level of Maternity Care: Access to Maternity Care
36119,"Westchester, New York",New York,Westchester,3,Access to Maternity Care,GroupLevel3,3,36119,Level of Maternity Care: Access to Maternity Care
36121,"Wyoming, New York",New York,Wyoming,3,Access to Maternity Care,GroupLevel3,3,36121,Level of Maternity Care: Access to Maternity Care
36123,"Yates, New York",New York,Yates,3,Access to Maternity Care,GroupLevel3,3,36123,Level of Maternity Care: Access to Maternity Care
37001,"Alamance, North Carolina",North Carolina,Alamance,3,Access to Maternity Care,GroupLevel3,3,37001,Level of Maternity Care: Access to Maternity Care
37003,"Alexander, North Carolina",North Carolina,Alexander,1,Low Access to Care,GroupLevel1,1,37003,Level of Maternity Care: Low Access to Care
37005,"Alleghany, North Carolina",North Carolina,Alleghany,3,Access to Maternity Care,GroupLevel3,3,37005,Level of Maternity Care: Access to Maternity Care
37007,"Anson, North Carolina",North Carolina,Anson,0,Maternity Care Desert,GroupLevel0,0,37007,Level of Maternity Care: Maternity Care Desert
37009,"Ashe, North Carolina",North Carolina,Ashe,3,Access to Maternity Care,GroupLevel3,3,37009,Level of Maternity Care: Access to Maternity Care
37011,"Avery, North Carolina",North Carolina,Avery,3,Access to Maternity Care,GroupLevel3,3,37011,Level of Maternity Care: Access to Maternity Care
37013,"Beaufort, North Carolina",North Carolina,Beaufort,3,Access to Maternity Care,GroupLevel3,3,37013,Level of Maternity Care: Access to Maternity Care
37015,"Bertie, North Carolina",North Carolina,Bertie,0,Maternity Care Desert,GroupLevel0,0,37015,Level of Maternity Care: Maternity Care Desert
37017,"Bladen, North Carolina",North Carolina,Bladen,1,Low Access to Care,GroupLevel1,1,37017,Level of Maternity Care: Low Access to Care
37019,"Brunswick, North Carolina",North Carolina,Brunswick,3,Access to Maternity Care,GroupLevel3,3,37019,Level of Maternity Care: Access to Maternity Care
37021,"Buncombe, North Carolina",North Carolina,Buncombe,3,Access to Maternity Care,GroupLevel3,3,37021,Level of Maternity Care: Access to Maternity Care
37023,"Burke, North Carolina",North Carolina,Burke,3,Access to Maternity Care,GroupLevel3,3,37023,Level of Maternity Care: Access to Maternity Care
37025,"Cabarrus, North Carolina",North Carolina,Cabarrus,3,Access to Maternity Care,GroupLevel3,3,37025,Level of Maternity Care: Access to Maternity Care
37027,"Caldwell, North Carolina",North Carolina,Caldwell,3,Access to Maternity Care,GroupLevel3,3,37027,Level of Maternity Care: Access to Maternity Care
37029,"Camden, North Carolina",North Carolina,Camden,3,Access to Maternity Care,GroupLevel3,3,37029,Level of Maternity Care: Access to Maternity Care
37031,"Carteret, North Carolina",North Carolina,Carteret,3,Access to Maternity Care,GroupLevel3,3,37031,Level of Maternity Care: Access to Maternity Care
37033,"Caswell, North Carolina",North Carolina,Caswell,1,Low Access to Care,GroupLevel1,1,37033,Level of Maternity Care: Low Access to Care
37035,"Catawba, North Carolina",North Carolina,Catawba,3,Access to Maternity Care,GroupLevel3,3,37035,Level of Maternity Care: Access to Maternity Care
37037,"Chatham, North Carolina",North Carolina,Chatham,3,Access to Maternity Care,GroupLevel3,3,37037,Level of Maternity Care: Access to Maternity Care
37039,"Cherokee, North Carolina",North Carolina,Cherokee,0,Maternity Care Desert,GroupLevel0,0,37039,Level of Maternity Care: Maternity Care Desert
37041,"Chowan, North Carolina",North Carolina,Chowan,3,Access to Maternity Care,GroupLevel3,3,37041,Level of Maternity Care: Access to Maternity Care
37043,"Clay, North Carolina",North Carolina,Clay,0,Maternity Care Desert,GroupLevel0,0,37043,Level of Maternity Care: Maternity Care Desert
37045,"Cleveland, North Carolina",North Carolina,Cleveland,3,Access to Maternity Care,GroupLevel3,3,37045,Level of Maternity Care: Access to Maternity Care
37047,"Columbus, North Carolina",North Carolina,Columbus,3,Access to Maternity Care,GroupLevel3,3,37047,Level of Maternity Care: Access to Maternity Care
37049,"Craven, North Carolina",North Carolina,Craven,3,Access to Maternity Care,GroupLevel3,3,37049,Level of Maternity Care: Access to Maternity Care
37051,"Cumberland, North Carolina",North Carolina,Cumberland,3,Access to Maternity Care,GroupLevel3,3,37051,Level of Maternity Care: Access to Maternity Care
37053,"Currituck, North Carolina",North Carolina,Currituck,0,Maternity Care Desert,GroupLevel0,0,37053,Level of Maternity Care: Maternity Care Desert
37055,"Dare, North Carolina",North Carolina,Dare,3,Access to Maternity Care,GroupLevel3,3,37055,Level of Maternity Care: Access to Maternity Care
37057,"Davidson, North Carolina",North Carolina,Davidson,1,Low Access to Care,GroupLevel1,1,37057,Level of Maternity Care: Low Access to Care
37059,"Davie, North Carolina",North Carolina,Davie,1,Low Access to Care,GroupLevel1,1,37059,Level of Maternity Care: Low Access to Care
37061,"Duplin, North Carolina",North Carolina,Duplin,3,Access to Maternity Care,GroupLevel3,3,37061,Level of Maternity Care: Access to Maternity Care
37063,"Durham, North Carolina",North Carolina,Durham,3,Access to Maternity Care,GroupLevel3,3,37063,Level of Maternity Care: Access to Maternity Care
37065,"Edgecombe, North Carolina",North Carolina,Edgecombe,1,Low Access to Care,GroupLevel1,1,37065,Level of Maternity Care: Low Access to Care
37067,"Forsyth, North Carolina",North Carolina,Forsyth,3,Access to Maternity Care,GroupLevel3,3,37067,Level of Maternity Care: Access to Maternity Care
37069,"Franklin, North Carolina",North Carolina,Franklin,0,Maternity Care Desert,GroupLevel0,0,37069,Level of Maternity Care: Maternity Care Desert
37071,"Gaston, North Carolina",North Carolina,Gaston,3,Access to Maternity Care,GroupLevel3,3,37071,Level of Maternity Care: Access to Maternity Care
37073,"Gates, North Carolina",North Carolina,Gates,0,Maternity Care Desert,GroupLevel0,0,37073,Level of Maternity Care: Maternity Care Desert
37075,"Graham, North Carolina",North Carolina,Graham,0,Maternity Care Desert,GroupLevel0,0,37075,Level of Maternity Care: Maternity Care Desert
37077,"Granville, North Carolina",North Carolina,Granville,3,Access to Maternity Care,GroupLevel3,3,37077,Level of Maternity Care: Access to Maternity Care
37079,"Greene, North Carolina",North Carolina,Greene,0,Maternity Care Desert,GroupLevel0,0,37079,Level of Maternity Care: Maternity Care Desert
37081,"Guilford, North Carolina",North Carolina,Guilford,3,Access to Maternity Care,GroupLevel3,3,37081,Level of Maternity Care: Access to Maternity Care
37083,"Halifax, North Carolina",North Carolina,Halifax,1,Low Access to Care,GroupLevel1,1,37083,Level of Maternity Care: Low Access to Care
37085,"Harnett, North Carolina",North Carolina,Harnett,1,Low Access to Care,GroupLevel1,1,37085,Level of Maternity Care: Low Access to Care
37087,"Haywood, North Carolina",North Carolina,Haywood,3,Access to Maternity Care,GroupLevel3,3,37087,Level of Maternity Care: Access to Maternity Care
37089,"Henderson, North Carolina",North Carolina,Henderson,3,Access to Maternity Care,GroupLevel3,3,37089,Level of Maternity Care: Access to Maternity Care
37091,"Hertford, North Carolina",North Carolina,Hertford,3,Access to Maternity Care,GroupLevel3,3,37091,Level of Maternity Care: Access to Maternity Care
37093,"Hoke, North Carolina",North Carolina,Hoke,0,Maternity Care Desert,GroupLevel0,0,37093,Level of Maternity Care: Maternity Care Desert
37095,"Hyde, North Carolina",North Carolina,Hyde,0,Maternity Care Desert,GroupLevel0,0,37095,Level of Maternity Care: Maternity Care Desert
37097,"Iredell, North Carolina",North Carolina,Iredell,3,Access to Maternity Care,GroupLevel3,3,37097,Level of Maternity Care: Access to Maternity Care
37099,"Jackson, North Carolina",North Carolina,Jackson,3,Access to Maternity Care,GroupLevel3,3,37099,Level of Maternity Care: Access to Maternity Care
37101,"Johnston, North Carolina",North Carolina,Johnston,1,Low Access to Care,GroupLevel1,1,37101,Level of Maternity Care: Low Access to Care
37103,"Jones, North Carolina",North Carolina,Jones,0,Maternity Care Desert,GroupLevel0,0,37103,Level of Maternity Care: Maternity Care Desert
37105,"Lee, North Carolina",North Carolina,Lee,3,Access to Maternity Care,GroupLevel3,3,37105,Level of Maternity Care: Access to Maternity Care
37107,"Lenoir, North Carolina",North Carolina,Lenoir,3,Access to Maternity Care,GroupLevel3,3,37107,Level of Maternity Care: Access to Maternity Care
37109,"Lincoln, North Carolina",North Carolina,Lincoln,1,Low Access to Care,GroupLevel1,1,37109,Level of Maternity Care: Low Access to Care
37113,"Macon, North Carolina",North Carolina,Macon,3,Access to Maternity Care,GroupLevel3,3,37113,Level of Maternity Care: Access to Maternity Care
37115,"Madison, North Carolina",North Carolina,Madison,1,Low Access to Care,GroupLevel1,1,37115,Level of Maternity Care: Low Access to Care
37117,"Martin, North Carolina",North Carolina,Martin,3,Access to Maternity Care,GroupLevel3,3,37117,Level of Maternity Care: Access to Maternity Care
37111,"McDowell, North Carolina",North Carolina,McDowell,3,Access to Maternity Care,GroupLevel3,3,37111,Level of Maternity Care: Access to Maternity Care
37119,"Mecklenburg, North Carolina",North Carolina,Mecklenburg,3,Access to Maternity Care,GroupLevel3,3,37119,Level of Maternity Care: Access to Maternity Care
37121,"Mitchell, North Carolina",North Carolina,Mitchell,3,Access to Maternity Care,GroupLevel3,3,37121,Level of Maternity Care: Access to Maternity Care
37123,"Montgomery, North Carolina",North Carolina,Montgomery,0,Maternity Care Desert,GroupLevel0,0,37123,Level of Maternity Care: Maternity Care Desert
37125,"Moore, North Carolina",North Carolina,Moore,3,Access to Maternity Care,GroupLevel3,3,37125,Level of Maternity Care: Access to Maternity Care
37127,"Nash, North Carolina",North Carolina,Nash,3,Access to Maternity Care,GroupLevel3,3,37127,Level of Maternity Care: Access to Maternity Care
37129,"New Hanover, North Carolina",North Carolina,New Hanover,3,Access to Maternity Care,GroupLevel3,3,37129,Level of Maternity Care: Access to Maternity Care
37131,"Northampton, North Carolina",North Carolina,Northampton,0,Maternity Care Desert,GroupLevel0,0,37131,Level of Maternity Care: Maternity Care Desert
37133,"Onslow, North Carolina",North Carolina,Onslow,3,Access to Maternity Care,GroupLevel3,3,37133,Level of Maternity Care: Access to Maternity Care
37135,"Orange, North Carolina",North Carolina,Orange,3,Access to Maternity Care,GroupLevel3,3,37135,Level of Maternity Care: Access to Maternity Care
37137,"Pamlico, North Carolina",North Carolina,Pamlico,0,Maternity Care Desert,GroupLevel0,0,37137,Level of Maternity Care: Maternity Care Desert
37139,"Pasquotank, North Carolina",North Carolina,Pasquotank,3,Access to Maternity Care,GroupLevel3,3,37139,Level of Maternity Care: Access to Maternity Care
37141,"Pender, North Carolina",North Carolina,Pender,1,Low Access to Care,GroupLevel1,1,37141,Level of Maternity Care: Low Access to Care
37143,"Perquimans, North Carolina",North Carolina,Perquimans,0,Maternity Care Desert,GroupLevel0,0,37143,Level of Maternity Care: Maternity Care Desert
37145,"Person, North Carolina",North Carolina,Person,1,Low Access to Care,GroupLevel1,1,37145,Level of Maternity Care: Low Access to Care
37147,"Pitt, North Carolina",North Carolina,Pitt,3,Access to Maternity Care,GroupLevel3,3,37147,Level of Maternity Care: Access to Maternity Care
37149,"Polk, North Carolina",North Carolina,Polk,3,Access to Maternity Care,GroupLevel3,3,37149,Level of Maternity Care: Access to Maternity Care
37151,"Randolph, North Carolina",North Carolina,Randolph,1,Low Access to Care,GroupLevel1,1,37151,Level of Maternity Care: Low Access to Care
37153,"Richmond, North Carolina",North Carolina,Richmond,1,Low Access to Care,GroupLevel1,1,37153,Level of Maternity Care: Low Access to Care
37155,"Robeson, North Carolina",North Carolina,Robeson,3,Access to Maternity Care,GroupLevel3,3,37155,Level of Maternity Care: Access to Maternity Care
37157,"Rockingham, North Carolina",North Carolina,Rockingham,3,Access to Maternity Care,GroupLevel3,3,37157,Level of Maternity Care: Access to Maternity Care
37159,"Rowan, North Carolina",North Carolina,Rowan,1,Low Access to Care,GroupLevel1,1,37159,Level of Maternity Care: Low Access to Care
37161,"Rutherford, North Carolina",North Carolina,Rutherford,3,Access to Maternity Care,GroupLevel3,3,37161,Level of Maternity Care: Access to Maternity Care
37163,"Sampson, North Carolina",North Carolina,Sampson,3,Access to Maternity Care,GroupLevel3,3,37163,Level of Maternity Care: Access to Maternity Care
37165,"Scotland, North Carolina",North Carolina,Scotland,3,Access to Maternity Care,GroupLevel3,3,37165,Level of Maternity Care: Access to Maternity Care
37167,"Stanly, North Carolina",North Carolina,Stanly,3,Access to Maternity Care,GroupLevel3,3,37167,Level of Maternity Care: Access to Maternity Care
37169,"Stokes, North Carolina",North Carolina,Stokes,0,Maternity Care Desert,GroupLevel0,0,37169,Level of Maternity Care: Maternity Care Desert
37171,"Surry, North Carolina",North Carolina,Surry,3,Access to Maternity Care,GroupLevel3,3,37171,Level of Maternity Care: Access to Maternity Care
37173,"Swain, North Carolina",North Carolina,Swain,0,Maternity Care Desert,GroupLevel0,0,37173,Level of Maternity Care: Maternity Care Desert
37175,"Transylvania, North Carolina",North Carolina,Transylvania,3,Access to Maternity Care,GroupLevel3,3,37175,Level of Maternity Care: Access to Maternity Care
37177,"Tyrrell, North Carolina",North Carolina,Tyrrell,0,Maternity Care Desert,GroupLevel0,0,37177,Level of Maternity Care: Maternity Care Desert
37179,"Union, North Carolina",North Carolina,Union,3,Access to Maternity Care,GroupLevel3,3,37179,Level of Maternity Care: Access to Maternity Care
37181,"Vance, North Carolina",North Carolina,Vance,3,Access to Maternity Care,GroupLevel3,3,37181,Level of Maternity Care: Access to Maternity Care
37183,"Wake, North Carolina",North Carolina,Wake,3,Access to Maternity Care,GroupLevel3,3,37183,Level of Maternity Care: Access to Maternity Care
37185,"Warren, North Carolina",North Carolina,Warren,0,Maternity Care Desert,GroupLevel0,0,37185,Level of Maternity Care: Maternity Care Desert
37187,"Washington, North Carolina",North Carolina,Washington,3,Access to Maternity Care,GroupLevel3,3,37187,Level of Maternity Care: Access to Maternity Care
37189,"Watauga, North Carolina",North Carolina,Watauga,3,Access to Maternity Care,GroupLevel3,3,37189,Level of Maternity Care: Access to Maternity Care
37191,"Wayne, North Carolina",North Carolina,Wayne,3,Access to Maternity Care,GroupLevel3,3,37191,Level of Maternity Care: Access to Maternity Care
37193,"Wilkes, North Carolina",North Carolina,Wilkes,3,Access to Maternity Care,GroupLevel3,3,37193,Level of Maternity Care: Access to Maternity Care
37195,"Wilson, North Carolina",North Carolina,Wilson,3,Access to Maternity Care,GroupLevel3,3,37195,Level of Maternity Care: Access to Maternity Care
37197,"Yadkin, North Carolina",North Carolina,Yadkin,1,Low Access to Care,GroupLevel1,1,37197,Level of Maternity Care: Low Access to Care
37199,"Yancey, North Carolina",North Carolina,Yancey,3,Access to Maternity Care,GroupLevel3,3,37199,Level of Maternity Care: Access to Maternity Care
38001,"Adams, North Dakota",North Dakota,Adams,3,Access to Maternity Care,GroupLevel3,3,38001,Level of Maternity Care: Access to Maternity Care
38003,"Barnes, North Dakota",North Dakota,Barnes,0,Maternity Care Desert,GroupLevel0,0,38003,Level of Maternity Care: Maternity Care Desert
38005,"Benson, North Dakota",North Dakota,Benson,0,Maternity Care Desert,GroupLevel0,0,38005,Level of Maternity Care: Maternity Care Desert
38007,"Billings, North Dakota",North Dakota,Billings,0,Maternity Care Desert,GroupLevel0,0,38007,Level of Maternity Care: Maternity Care Desert
38009,"Bottineau, North Dakota",North Dakota,Bottineau,3,Access to Maternity Care,GroupLevel3,3,38009,Level of Maternity Care: Access to Maternity Care
38011,"Bowman, North Dakota",North Dakota,Bowman,0,Maternity Care Desert,GroupLevel0,0,38011,Level of Maternity Care: Maternity Care Desert
38013,"Burke, North Dakota",North Dakota,Burke,0,Maternity Care Desert,GroupLevel0,0,38013,Level of Maternity Care: Maternity Care Desert
38015,"Burleigh, North Dakota",North Dakota,Burleigh,3,Access to Maternity Care,GroupLevel3,3,38015,Level of Maternity Care: Access to Maternity Care
38017,"Cass, North Dakota",North Dakota,Cass,3,Access to Maternity Care,GroupLevel3,3,38017,Level of Maternity Care: Access to Maternity Care
38019,"Cavalier, North Dakota",North Dakota,Cavalier,0,Maternity Care Desert,GroupLevel0,0,38019,Level of Maternity Care: Maternity Care Desert
38021,"Dickey, North Dakota",North Dakota,Dickey,0,Maternity Care Desert,GroupLevel0,0,38021,Level of Maternity Care: Maternity Care Desert
38023,"Divide, North Dakota",North Dakota,Divide,0,Maternity Care Desert,GroupLevel0,0,38023,Level of Maternity Care: Maternity Care Desert
38025,"Dunn, North Dakota",North Dakota,Dunn,0,Maternity Care Desert,GroupLevel0,0,38025,Level of Maternity Care: Maternity Care Desert
38027,"Eddy, North Dakota",North Dakota,Eddy,0,Maternity Care Desert,GroupLevel0,0,38027,Level of Maternity Care: Maternity Care Desert
38029,"Emmons, North Dakota",North Dakota,Emmons,0,Maternity Care Desert,GroupLevel0,0,38029,Level of Maternity Care: Maternity Care Desert
38031,"Foster, North Dakota",North Dakota,Foster,0,Maternity Care Desert,GroupLevel0,0,38031,Level of Maternity Care: Maternity Care Desert
38033,"Golden Valley, North Dakota",North Dakota,Golden Valley,0,Maternity Care Desert,GroupLevel0,0,38033,Level of Maternity Care: Maternity Care Desert
38035,"Grand Forks, North Dakota",North Dakota,Grand Forks,3,Access to Maternity Care,GroupLevel3,3,38035,Level of Maternity Care: Access to Maternity Care
38037,"Grant, North Dakota",North Dakota,Grant,0,Maternity Care Desert,GroupLevel0,0,38037,Level of Maternity Care: Maternity Care Desert
38039,"Griggs, North Dakota",North Dakota,Griggs,0,Maternity Care Desert,GroupLevel0,0,38039,Level of Maternity Care: Maternity Care Desert
38041,"Hettinger, North Dakota",North Dakota,Hettinger,0,Maternity Care Desert,GroupLevel0,0,38041,Level of Maternity Care: Maternity Care Desert
38043,"Kidder, North Dakota",North Dakota,Kidder,0,Maternity Care Desert,GroupLevel0,0,38043,Level of Maternity Care: Maternity Care Desert
38045,"Lamoure, North Dakota",North Dakota,Lamoure,0,Maternity Care Desert,GroupLevel0,0,38045,Level of Maternity Care: Maternity Care Desert
38047,"Logan, North Dakota",North Dakota,Logan,0,Maternity Care Desert,GroupLevel0,0,38047,Level of Maternity Care: Maternity Care Desert
38049,"McHenry, North Dakota",North Dakota,McHenry,0,Maternity Care Desert,GroupLevel0,0,38049,Level of Maternity Care: Maternity Care Desert
38051,"McIntosh, North Dakota",North Dakota,McIntosh,0,Maternity Care Desert,GroupLevel0,0,38051,Level of Maternity Care: Maternity Care Desert
38053,"McKenzie, North Dakota",North Dakota,McKenzie,0,Maternity Care Desert,GroupLevel0,0,38053,Level of Maternity Care: Maternity Care Desert
38055,"McLean, North Dakota",North Dakota,McLean,0,Maternity Care Desert,GroupLevel0,0,38055,Level of Maternity Care: Maternity Care Desert
38057,"Mercer, North Dakota",North Dakota,Mercer,3,Access to Maternity Care,GroupLevel3,3,38057,Level of Maternity Care: Access to Maternity Care
38059,"Morton, North Dakota",North Dakota,Morton,2,Moderate Access to Care,GroupLevel2,2,38059,Level of Maternity Care: Moderate Access to Care
38061,"Mountrail, North Dakota",North Dakota,Mountrail,0,Maternity Care Desert,GroupLevel0,0,38061,Level of Maternity Care: Maternity Care Desert
38063,"Nelson, North Dakota",North Dakota,Nelson,0,Maternity Care Desert,GroupLevel0,0,38063,Level of Maternity Care: Maternity Care Desert
38065,"Oliver, North Dakota",North Dakota,Oliver,0,Maternity Care Desert,GroupLevel0,0,38065,Level of Maternity Care: Maternity Care Desert
38067,"Pembina, North Dakota",North Dakota,Pembina,0,Maternity Care Desert,GroupLevel0,0,38067,Level of Maternity Care: Maternity Care Desert
38069,"Pierce, North Dakota",North Dakota,Pierce,0,Maternity Care Desert,GroupLevel0,0,38069,Level of Maternity Care: Maternity Care Desert
38071,"Ramsey, North Dakota",North Dakota,Ramsey,3,Access to Maternity Care,GroupLevel3,3,38071,Level of Maternity Care: Access to Maternity Care
38073,"Ransom, North Dakota",North Dakota,Ransom,0,Maternity Care Desert,GroupLevel0,0,38073,Level of Maternity Care: Maternity Care Desert
38075,"Renville, North Dakota",North Dakota,Renville,0,Maternity Care Desert,GroupLevel0,0,38075,Level of Maternity Care: Maternity Care Desert
38077,"Richland, North Dakota",North Dakota,Richland,2,Moderate Access to Care,GroupLevel2,2,38077,Level of Maternity Care: Moderate Access to Care
38079,"Rolette, North Dakota",North Dakota,Rolette,1,Low Access to Care,GroupLevel1,1,38079,Level of Maternity Care: Low Access to Care
38081,"Sargent, North Dakota",North Dakota,Sargent,0,Maternity Care Desert,GroupLevel0,0,38081,Level of Maternity Care: Maternity Care Desert
38083,"Sheridan, North Dakota",North Dakota,Sheridan,0,Maternity Care Desert,GroupLevel0,0,38083,Level of Maternity Care: Maternity Care Desert
38085,"Sioux, North Dakota",North Dakota,Sioux,0,Maternity Care Desert,GroupLevel0,0,38085,Level of Maternity Care: Maternity Care Desert
38087,"Slope, North Dakota",North Dakota,Slope,0,Maternity Care Desert,GroupLevel0,0,38087,Level of Maternity Care: Maternity Care Desert
38089,"Stark, North Dakota",North Dakota,Stark,3,Access to Maternity Care,GroupLevel3,3,38089,Level of Maternity Care: Access to Maternity Care
38091,"Steele, North Dakota",North Dakota,Steele,0,Maternity Care Desert,GroupLevel0,0,38091,Level of Maternity Care: Maternity Care Desert
38093,"Stutsman, North Dakota",North Dakota,Stutsman,3,Access to Maternity Care,GroupLevel3,3,38093,Level of Maternity Care: Access to Maternity Care
38095,"Towner, North Dakota",North Dakota,Towner,0,Maternity Care Desert,GroupLevel0,0,38095,Level of Maternity Care: Maternity Care Desert
38097,"Traill, North Dakota",North Dakota,Traill,0,Maternity Care Desert,GroupLevel0,0,38097,Level of Maternity Care: Maternity Care Desert
38099,"Walsh, North Dakota",North Dakota,Walsh,0,Maternity Care Desert,GroupLevel0,0,38099,Level of Maternity Care: Maternity Care Desert
38101,"Ward, North Dakota",North Dakota,Ward,3,Access to Maternity Care,GroupLevel3,3,38101,Level of Maternity Care: Access to Maternity Care
38103,"Wells, North Dakota",North Dakota,Wells,0,Maternity Care Desert,GroupLevel0,0,38103,Level of Maternity Care: Maternity Care Desert
38105,"Williams, North Dakota",North Dakota,Williams,3,Access to Maternity Care,GroupLevel3,3,38105,Level of Maternity Care: Access to Maternity Care
39001,"Adams, Ohio",Ohio,Adams,0,Maternity Care Desert,GroupLevel0,0,39001,Level of Maternity Care: Maternity Care Desert
39003,"Allen, Ohio",Ohio,Allen,3,Access to Maternity Care,GroupLevel3,3,39003,Level of Maternity Care: Access to Maternity Care
39005,"Ashland, Ohio",Ohio,Ashland,2,Moderate Access to Care,GroupLevel2,2,39005,Level of Maternity Care: Moderate Access to Care
39007,"Ashtabula, Ohio",Ohio,Ashtabula,1,Low Access to Care,GroupLevel1,1,39007,Level of Maternity Care: Low Access to Care
39009,"Athens, Ohio",Ohio,Athens,3,Access to Maternity Care,GroupLevel3,3,39009,Level of Maternity Care: Access to Maternity Care
39011,"Auglaize, Ohio",Ohio,Auglaize,3,Access to Maternity Care,GroupLevel3,3,39011,Level of Maternity Care: Access to Maternity Care
39013,"Belmont, Ohio",Ohio,Belmont,2,Moderate Access to Care,GroupLevel2,2,39013,Level of Maternity Care: Moderate Access to Care
39015,"Brown, Ohio",Ohio,Brown,2,Moderate Access to Care,GroupLevel2,2,39015,Level of Maternity Care: Moderate Access to Care
39017,"Butler, Ohio",Ohio,Butler,3,Access to Maternity Care,GroupLevel3,3,39017,Level of Maternity Care: Access to Maternity Care
39019,"Carroll, Ohio",Ohio,Carroll,0,Maternity Care Desert,GroupLevel0,0,39019,Level of Maternity Care: Maternity Care Desert
39021,"Champaign, Ohio",Ohio,Champaign,0,Maternity Care Desert,GroupLevel0,0,39021,Level of Maternity Care: Maternity Care Desert
39023,"Clark, Ohio",Ohio,Clark,3,Access to Maternity Care,GroupLevel3,3,39023,Level of Maternity Care: Access to Maternity Care
39025,"Clermont, Ohio",Ohio,Clermont,3,Access to Maternity Care,GroupLevel3,3,39025,Level of Maternity Care: Access to Maternity Care
39027,"Clinton, Ohio",Ohio,Clinton,3,Access to Maternity Care,GroupLevel3,3,39027,Level of Maternity Care: Access to Maternity Care
39029,"Columbiana, Ohio",Ohio,Columbiana,2,Moderate Access to Care,GroupLevel2,2,39029,Level of Maternity Care: Moderate Access to Care
39031,"Coshocton, Ohio",Ohio,Coshocton,1,Low Access to Care,GroupLevel1,1,39031,Level of Maternity Care: Low Access to Care
39033,"Crawford, Ohio",Ohio,Crawford,3,Access to Maternity Care,GroupLevel3,3,39033,Level of Maternity Care: Access to Maternity Care
39035,"Cuyahoga, Ohio",Ohio,Cuyahoga,3,Access to Maternity Care,GroupLevel3,3,39035,Level of Maternity Care: Access to Maternity Care
39037,"Darke, Ohio",Ohio,Darke,3,Access to Maternity Care,GroupLevel3,3,39037,Level of Maternity Care: Access to Maternity Care
39039,"Defiance, Ohio",Ohio,Defiance,3,Access to Maternity Care,GroupLevel3,3,39039,Level of Maternity Care: Access to Maternity Care
